ID,question,knowledge concept,option,answer,image_path,knowledge concept description
2steps_191,"As shown in the diagram, if the side length of a square is 2.5 cm, what is the area of the parallelogram in cm²?",Area of Parallelograms,A. 4; B. 6.25; C. 25; D. 100; E. No correct answer,B,extracted_images/191-2.png,"Area of Parallelograms:
1. The area of a parallelogram is equal to the base times the height, S = ah."
2steps_191,"As shown in the diagram, the perimeter of the square is 10 cm. The area of the parallelogram is (    ) cm².",Perimeter of Squares;Area of Parallelograms,A. 4; B. 6.25; C. 25; D. 100; E. No correct answer,B,extracted_images/191-multi.png,"Perimeter of Squares:
1. A square has four equal sides, and the perimeter of a square = side length × 4 (C = 4a).
Area of Parallelograms:
1. The area of a parallelogram is equal to the base times the height, S = ah."
2steps_192,"As shown in the diagram, if the perimeter of a square is 20 cm, what is the length of each side of the square (in cm)?",Perimeter of Squares,A. 1.5; B. 2.5; C. 5; D. 10; E. No correct answer,C,extracted_images/192-1.png,"Perimeter of Squares:
1. A square has four equal sides, and the perimeter of a square = side length × 4 (C = 4a)."
2steps_192,"As shown in the diagram, if the side length of the square is 5 cm, what is the area of the shaded parallelogram in cm²?",Area of Parallelograms,A. 10; B. 16; C. 20; D. 25; E. No correct answer,D,extracted_images/192-2.png,"Area of Parallelograms:
1. The area of a parallelogram is equal to the base times the height, S = ah."
2steps_192,"Given that the perimeter of the square shown in the diagram is 20 centimeters, what is the area of the shaded parallelogram?",Perimeter of Squares;Area of Parallelograms,A. 10 square centimeters; B. 16 square centimeters; C. 20 square centimeters; D. 25 square centimeters; E. No correct answer,D,extracted_images/192-multi.png,"Perimeter of Squares:
1. A square has four equal sides, and the perimeter of a square = side length × 4 (C = 4a).
Area of Parallelograms:
1. The area of a parallelogram is equal to the base times the height, S = ah."
2steps_193,"As shown in the diagram, square ABCD is the unfolded side surface of a cylinder. Given that its perimeter is 25.12 cm, then BC = ()",Perimeter of Squares,A. 1 cm; B. 1.5 cm; C. 3.14 cm; D. 6.28 cm; E. No correct answer,D,extracted_images/193-1.png,"Perimeter of Squares:
1. A square has four equal sides, and the perimeter of a square = side length × 4 (C = 4a)."
2steps_193,"As shown in the diagram, square ABCD is the unfolded lateral surface of a cylinder, it is known that its perimeter is 25.12 cm, meaning BC = 6.28 cm. What are the circumference of the cylinder's base and the height of the cylinder, respectively, in cm?",Expanded View of Cylinders,"A. 6.28, 6.28; B. 6.28, 3.14; C. 2, 2; D. 3.14, 6.28; E. No correct answer",A,extracted_images/193-2.png,"Expanded View of Cylinders:
1. Formation of a Cylinder: A cylinder can be formed by rotating a rectangle around one of its edges, or by rolling a rectangle into a cylindrical shape.
2. Components of a Cylinder: A cylinder consists of bases and a lateral surface. The bases are two equal circular surfaces, referred to as the upper base and the lower base; the lateral surface is a curved surface that connects the upper and lower bases.
3. Unfolded Lateral Surface of a Cylinder: When the lateral surface of a cylinder is unfolded, it forms a rectangle or a square. If the unfolded surface is a rectangle, its length is the circumference of the circular base, and its width is the height of the cylinder; if the unfolded surface is a square, it means the height of the cylinder is equal to the circumference of the circular base."
2steps_193,"As shown in the diagram, square ABCD is the unfolded lateral surface of a cylinder. Given that its perimeter is 25.12 cm, the circumference of the cylinder's base and the height are respectively ( ), ( ) cm?",Perimeter of Squares;Expanded View of Cylinders,"A. 6.28, 6.28; B. 6.28, 3.14; C. 2, 2; D. 3.14, 6.28; E. No correct answer",A,extracted_images/193-multi.png,"Perimeter of Squares:
1. A square has four equal sides, and the perimeter of a square = side length × 4 (C = 4a).
Expanded View of Cylinders:
1. Formation of a Cylinder: A cylinder can be formed by rotating a rectangle around one of its edges, or by rolling a rectangle into a cylindrical shape.
2. Components of a Cylinder: A cylinder consists of bases and a lateral surface. The bases are two equal circular surfaces, referred to as the upper base and the lower base; the lateral surface is a curved surface that connects the upper and lower bases.
3. Unfolded Lateral Surface of a Cylinder: When the lateral surface of a cylinder is unfolded, it forms a rectangle or a square. If the unfolded surface is a rectangle, its length is the circumference of the circular base, and its width is the height of the cylinder; if the unfolded surface is a square, it means the height of the cylinder is equal to the circumference of the circular base."
2steps_194,"As shown in the diagram, A, B, C, and D are the centers of four equal circles, and the line EF passes through B and C. Given that the perimeter of quadrilateral ABCD is 16 cm, what is the length of BC in cm?",Perimeter of Squares,A. 2; B. 3; C. 4; D. 5; E. No correct answer,C,extracted_images/194-1.png,"Perimeter of Squares:
1. A square has four equal sides, and the perimeter of a square = side length × 4 (C = 4a)."
2steps_194,"As shown in the diagram, A, B, C, and D are the centers of four equal circles, respectively. The line EF passes through B and C. Given that the quadrilateral ABCD is a square with a side length of 4 cm, what is the length of EF in cm?",Understanding Circles,A. 4; B. 8; C. 12; D. 16; E. No correct answer,C,extracted_images/194-2.png,"Understanding Circles:
1. In a plane, a circle is defined as the set of all points that are at a fixed distance from a fixed point.
2. A circle is an axisymmetric figure.
3. The center of the circle is called the center, usually denoted by the letter O. A line segment connecting the center to any point on the circle is called the radius, usually denoted by the letter r.
4. A line segment that passes through the center and has its endpoints on the circle is called the diameter, usually denoted by the letter d. The diameter is the longest line segment within the circle, and it is twice the length of the radius.
5. All radii of a circle are equal in length, and all diameters are equal in length.
6. Method of drawing a circle: Use a compass. The distance between the legs of the compass represents the radius. After setting the center and the radius, rotate the compass to draw a circle."
2steps_194,"As shown in the diagram, A, B, C, and D are the centers of four equal circles, and the line EF passes through B and C. Given that the perimeter of quadrilateral ABCD is 16 cm, what is the length of EF in cm?",Perimeter of Squares;Understanding Circles,A. 4 cm; B. 8 cm; C. 12 cm; D. 16 cm; E. No correct answer,C,extracted_images/194-multi.png,"Perimeter of Squares:
1. A square has four equal sides, and the perimeter of a square = side length × 4 (C = 4a).
Understanding Circles:
1. In a plane, a circle is defined as the set of all points that are at a fixed distance from a fixed point.
2. A circle is an axisymmetric figure.
3. The center of the circle is called the center, usually denoted by the letter O. A line segment connecting the center to any point on the circle is called the radius, usually denoted by the letter r.
4. A line segment that passes through the center and has its endpoints on the circle is called the diameter, usually denoted by the letter d. The diameter is the longest line segment within the circle, and it is twice the length of the radius.
5. All radii of a circle are equal in length, and all diameters are equal in length.
6. Method of drawing a circle: Use a compass. The distance between the legs of the compass represents the radius. After setting the center and the radius, rotate the compass to draw a circle."
2steps_195,"As shown in the diagram, quadrilateral ABCD is a square. What is the length of the side of the square in centimeters?",Perimeter of Squares,A. 10; B. 5; C. 4; D. 40; E. No correct answer,A,extracted_images/195-1.png,"Perimeter of Squares:
1. A square has four equal sides, and the perimeter of a square = side length × 4 (C = 4a)."
2steps_195,"As shown in the diagram, there is a circle inside a square. The circumference of this circle is ( ) cm.(π = 3.14)",Circumference of Circles,A. 31.4; B. 3.14; C. 62.8; D. 40; E. No correct answer,A,extracted_images/195-2.png,"Circumference of Circles:
1. A line segment passing through the center of a circle with both endpoints on the circle is called the diameter, usually denoted by the letter d. A line segment connecting the center of the circle to any point on the circle is called the radius, usually denoted by the letter r.
2. The circumference of a circle = diameter × pi (C = πd) or the circumference of a circle = 2 × radius × pi (C = 2πr).
3. The circumference of a semicircle can be calculated using the formula C = πr + 2r.
4. In the same circle or congruent circles, there are an infinite number of radii and an infinite number of diameters. All radii and diameters in the same circle are equal. The length of the diameter is twice the length of the radius, and the length of the radius is half the length of the diameter."
2steps_195,"As shown in the diagram, quadrilateral is a square with a perimeter of 40cm. Inside it, there is a circle. The circumference of this circle is ( ) cm.(π = 3.14)",Perimeter of Squares;Circumference of Circles,A. 31.4; B. 3.14; C. 62.8; D. 40; E. No correct answer,A,extracted_images/195-multi.png,"Perimeter of Squares:
1. A square has four equal sides, and the perimeter of a square = side length × 4 (C = 4a).
Circumference of Circles:
1. A line segment passing through the center of a circle with both endpoints on the circle is called the diameter, usually denoted by the letter d. A line segment connecting the center of the circle to any point on the circle is called the radius, usually denoted by the letter r.
2. The circumference of a circle = diameter × pi (C = πd) or the circumference of a circle = 2 × radius × pi (C = 2πr).
3. The circumference of a semicircle can be calculated using the formula C = πr + 2r.
4. In the same circle or congruent circles, there are an infinite number of radii and an infinite number of diameters. All radii and diameters in the same circle are equal. The length of the diameter is twice the length of the radius, and the length of the radius is half the length of the diameter."
2steps_196,"As shown in the diagram, the perimeter of square ABCD equals 32cm, CD equals (    ) cm?",Perimeter of Squares,A. 32; B. 16; C. 8; D. 4; E. No correct answer,C,extracted_images/196-1.png,"Perimeter of Squares:
1. A square has four equal sides, and the perimeter of a square = side length × 4 (C = 4a)."
2steps_196,"As shown in the diagram, it is known that CD = 8 cm, and line l1 is parallel to line l2. What is the length of EF in cm?",Parallel,A. 32; B. 16; C. 8; D. 4; E. No correct answer,C,extracted_images/196-2.png,"Parallel:
1. The positional relationship between two lines in the same plane is either parallel or intersecting.
2. Two lines in the same plane that do not intersect are called parallel lines. It can also be said that these two lines are parallel to each other.
3. Through a point outside a line, only one line can be drawn parallel to the given line."
2steps_196,"As shown in the diagram, it is known that line l1 is parallel to line l2 and the perimeter of square ABCD equals 32cm. What is the length of EF in centimeters?",Perimeter of Squares;Parallel,A. 32; B. 16; C. 8; D. 4; E. No correct answer,C,extracted_images/196-multi.png,"Perimeter of Squares:
1. A square has four equal sides, and the perimeter of a square = side length × 4 (C = 4a).
Parallel:
1. The positional relationship between two lines in the same plane is either parallel or intersecting.
2. Two lines in the same plane that do not intersect are called parallel lines. It can also be said that these two lines are parallel to each other.
3. Through a point outside a line, only one line can be drawn parallel to the given line."
2steps_197,"As shown in the diagram, rectangle ABCD is formed by a piece of wire. The perimeter of rectangle ABCD is 96cm. What is the length of side CD in centimeters?",Perimeter of Rectangles,A. 12; B. 36; C. 11; D. 48; E. No correct answer,B,extracted_images/197-1.png,"Perimeter of Rectangles:
1. A rectangle has equal opposite sides, and the perimeter of a rectangle = (length + width) × 2 (C = 2(a+b))."
2steps_197,"As shown in the diagram, rectangle ABCD is formed by a piece of wire. If side CD is cut and used to form a cube, then the edge length of the cube is ( ) cm.",Properties and Understanding of Cubes,A. 4 cm; B. 5 cm; C. 3 cm; D. No correct answer,C,extracted_images/197-2.png,"Properties and Understanding of Cubes:
1. A cube has six faces, all of which are squares.
2. All six faces of a cube have equal area.
3. A cube has 12 edges, and all edges are of equal length.
4. A cube has 8 vertices.
5. A cube can be considered a special type of rectangular cubiod."
2steps_197,"As shown in the diagram, rectangle ABCD is formed by a piece of wire and the perimeter of rectangle ABCD is 96cm. Now, the wire along side CD is cut and used to form a cube frame. What is the edge length of the cube frame in cm?",Perimeter of Rectangles;Properties and Understanding of Cubes,A. 4; B. 5; C. 3; D. No correct answer,C,extracted_images/197-multi.png,"Perimeter of Rectangles:
1. A rectangle has equal opposite sides, and the perimeter of a rectangle = (length + width) × 2 (C = 2(a+b)).
Properties and Understanding of Cubes:
1. A cube has six faces, all of which are squares.
2. All six faces of a cube have equal area.
3. A cube has 12 edges, and all edges are of equal length.
4. A cube has 8 vertices.
5. A cube can be considered a special type of rectangular cubiod."
2steps_198,"A trapezoidal vegetable garden is built against a wall, with a total fence length of 56 meters. What is the sum of the lengths of the top and bottom bases of the trapezoid?  ",Perimeter of Trapezoids,A. 72 m; B. 66 m; C. 36 m; D. No correct answer,C,extracted_images/198-1.png,"Perimeter of Trapezoids:
1. In a trapezoid, the parallel sides are called the bases. The longer base is called the lower base, and the shorter base is called the upper base. The other two sides are called the legs. The perimeter of a trapezoid is the sum of the upper base, lower base, and the two legs. The formula for the perimeter is: upper base + lower base + leg + leg, denoted as L = a + b + c + d.
2. The formula for the perimeter of an isosceles trapezoid is: upper base + lower base + 2 legs, denoted as L = a + c + 2b."
2steps_198,A trapezoidal vegetable garden is built against a wall. What is the area of this vegetable garden (____) square meters?,Area of Trapezoids,A. 720; B. 660; C. 360; D. No correct answer,C,extracted_images/198-2.png,"Area of Trapezoids:
1. Using the letters a and b to represent the upper base and the lower base of a trapezoid, and the letter h to represent the height of the trapezoid, the formula for the area of a trapezoid can be expressed as S = 1/2 (a + b) × h."
2steps_198,"A trapezoidal vegetable garden is formed along a wall, with the fence surrounding the garden measuring 56 meters in length. What is the area of this vegetable garden in square meters?",Perimeter of Trapezoids;Area of Trapezoids,A. 720; B. 660; C. 360; D. No correct answer,C,extracted_images/198-multi.png,"Perimeter of Trapezoids:
1. In a trapezoid, the parallel sides are called the bases. The longer base is called the lower base, and the shorter base is called the upper base. The other two sides are called the legs. The perimeter of a trapezoid is the sum of the upper base, lower base, and the two legs. The formula for the perimeter is: upper base + lower base + leg + leg, denoted as L = a + b + c + d.
2. The formula for the perimeter of an isosceles trapezoid is: upper base + lower base + 2 legs, denoted as L = a + c + 2b.
Area of Trapezoids:
1. Using the letters a and b to represent the upper base and the lower base of a trapezoid, and the letter h to represent the height of the trapezoid, the formula for the area of a trapezoid can be expressed as S = 1/2 (a + b) × h."
2steps_199,Uncle Wang has a trapezoidal vegetable garden next to a wall. He fenced the garden with a 15-meter fence. What is the sum of the lengths of the top and bottom bases of the trapezoid?  ,Perimeter of Trapezoids,A. 8 m; B. 6 m; C. 15 m; D. 5 m; E. No correct answer,A,extracted_images/199-1.png,"Perimeter of Trapezoids:
1. In a trapezoid, the parallel sides are called the bases. The longer base is called the lower base, and the shorter base is called the upper base. The other two sides are called the legs. The perimeter of a trapezoid is the sum of the upper base, lower base, and the two legs. The formula for the perimeter is: upper base + lower base + leg + leg, denoted as L = a + b + c + d.
2. The formula for the perimeter of an isosceles trapezoid is: upper base + lower base + 2 legs, denoted as L = a + c + 2b."
2steps_199,Uncle Wang has a trapezoidal vegetable plot against a wall. It is known that the sum of the lengths of the top and bottom bases of the trapezoid is 8 meters. The area of this vegetable plot is (    ) square meters.,Area of Trapezoids,A. 28; B. 56; C. 105; D. 52.5; E. No correct answer,A,extracted_images/199-2.png,"Area of Trapezoids:
1. Using the letters a and b to represent the upper base and the lower base of a trapezoid, and the letter h to represent the height of the trapezoid, the formula for the area of a trapezoid can be expressed as S = 1/2 (a + b) × h."
2steps_199,Uncle Wang has a trapezoidal vegetable garden next to a wall. He fenced the garden with a 15-meter fence. The area of this vegetable garden is (    ) square meters.,Perimeter of Trapezoids;Area of Trapezoids,A. 28; B. 56; C. 105; D. 52.5; E. No correct answer,A,extracted_images/199-multi.png,"Perimeter of Trapezoids:
1. In a trapezoid, the parallel sides are called the bases. The longer base is called the lower base, and the shorter base is called the upper base. The other two sides are called the legs. The perimeter of a trapezoid is the sum of the upper base, lower base, and the two legs. The formula for the perimeter is: upper base + lower base + leg + leg, denoted as L = a + b + c + d.
2. The formula for the perimeter of an isosceles trapezoid is: upper base + lower base + 2 legs, denoted as L = a + c + 2b.
Area of Trapezoids:
1. Using the letters a and b to represent the upper base and the lower base of a trapezoid, and the letter h to represent the height of the trapezoid, the formula for the area of a trapezoid can be expressed as S = 1/2 (a + b) × h."
2steps_200,"As shown in the diagram, GBCD is an isosceles trapezoid with a perimeter of 40cm. What is the length of CD?",Perimeter of Trapezoids,A. 10 cm; B. 11 cm; C. 12 cm; D. 6 cm; E. No correct answer,A,extracted_images/200-1.png,"Perimeter of Trapezoids:
1. In a trapezoid, the parallel sides are called the bases. The longer base is called the lower base, and the shorter base is called the upper base. The other two sides are called the legs. The perimeter of a trapezoid is the sum of the upper base, lower base, and the two legs. The formula for the perimeter is: upper base + lower base + leg + leg, denoted as L = a + b + c + d.
2. The formula for the perimeter of an isosceles trapezoid is: upper base + lower base + 2 legs, denoted as L = a + c + 2b."
2steps_200,"As shown in the diagram, quadrilateral GBCD is an isosceles trapezoid, quadrilateral ABCD is a parallelogram, and quadrilateral AECB is a right-angled trapezoid. The area of the parallelogram ABCD is ( ) square centimeters.",Area of Parallelograms,A. 44; B. 65; C. 50; D. No correct answer,C,extracted_images/200-2.png,"Area of Parallelograms:
1. The area of a parallelogram is equal to the base times the height, S = ah."
2steps_200,"As shown in the diagram, quadrilateral GBCD is an isosceles trapezoid, quadrilateral ABCD is a parallelogram, and quadrilateral AECB is a right trapezoid. Given that the perimeter of GBCD is 40cm, what is the area of parallelogram ABCD in square centimeters?",Perimeter of Trapezoids;Area of Parallelograms,A. 44; B. 65; C. 50; D. No correct answer,C,extracted_images/200-multi.png,"Perimeter of Trapezoids:
1. In a trapezoid, the parallel sides are called the bases. The longer base is called the lower base, and the shorter base is called the upper base. The other two sides are called the legs. The perimeter of a trapezoid is the sum of the upper base, lower base, and the two legs. The formula for the perimeter is: upper base + lower base + leg + leg, denoted as L = a + b + c + d.
2. The formula for the perimeter of an isosceles trapezoid is: upper base + lower base + 2 legs, denoted as L = a + c + 2b.
Area of Parallelograms:
1. The area of a parallelogram is equal to the base times the height, S = ah."
2steps_201,"As shown in the diagram, quadrilateral GBCD is an isosceles trapezoid with a perimeter of 40cm. What is the length of CD?",Perimeter of Trapezoids,A. 10 cm; B. 11 cm; C. 12 cm; D. 6 cm; E. No correct answer,A,extracted_images/201-1.png,"Perimeter of Trapezoids:
1. In a trapezoid, the parallel sides are called the bases. The longer base is called the lower base, and the shorter base is called the upper base. The other two sides are called the legs. The perimeter of a trapezoid is the sum of the upper base, lower base, and the two legs. The formula for the perimeter is: upper base + lower base + leg + leg, denoted as L = a + b + c + d.
2. The formula for the perimeter of an isosceles trapezoid is: upper base + lower base + 2 legs, denoted as L = a + c + 2b."
2steps_201,"As shown in the diagram, quadrilateral GBCD is an isosceles trapezoid with a perimeter of 40cm. What is the area of the right-angled trapezoid HBCD in square centimeters?",Area of Trapezoids,A. 40; B. 55; C. 110; D. No correct answer,B,extracted_images/201-2.png,"Area of Trapezoids:
1. Using the letters a and b to represent the upper base and the lower base of a trapezoid, and the letter h to represent the height of the trapezoid, the formula for the area of a trapezoid can be expressed as S = 1/2 (a + b) × h."
2steps_201,"As shown in the diagram, quadrilateral GBCD is an isosceles trapezoid, quadrilateral ABCD is a parallelogram, and quadrilateral HBCD is a right-angled trapezoid. It is known that the perimeter of GBCD is 40cm. What is the area of the right-angled trapezoid HBCD in square centimeters?",Perimeter of Trapezoids;Area of Trapezoids,A. 40; B. 55; C. 110; D. No correct answer,B,extracted_images/201-multi.png,"Perimeter of Trapezoids:
1. In a trapezoid, the parallel sides are called the bases. The longer base is called the lower base, and the shorter base is called the upper base. The other two sides are called the legs. The perimeter of a trapezoid is the sum of the upper base, lower base, and the two legs. The formula for the perimeter is: upper base + lower base + leg + leg, denoted as L = a + b + c + d.
2. The formula for the perimeter of an isosceles trapezoid is: upper base + lower base + 2 legs, denoted as L = a + c + 2b.
Area of Trapezoids:
1. Using the letters a and b to represent the upper base and the lower base of a trapezoid, and the letter h to represent the height of the trapezoid, the formula for the area of a trapezoid can be expressed as S = 1/2 (a + b) × h."
2steps_202,A piece of wire can be bent to form the parallelogram shown in the diagram. The length of the wire is ( ) cm.,Perimeter of Parallelograms,A. 27; B. 19; C. 18; D. 9; E. No correct answer,C,extracted_images/202-1.png,"Perimeter of Parallelograms:
1. A parallelogram has equal opposite sides, and its perimeter is twice the sum of its adjacent sides. The formula for the perimeter is C = 2(a + b), where a and b are the lengths of the sides of the parallelogram."
2steps_202,"Using the wire below to form a rectangle, it is impossible for the length and width of the rectangle to be ( )",Perimeter of Rectangles,"A. 6, 3; B. 7, 5; C. 5, 4; D. 8, 1; E. No correct answer",B,extracted_images/202-2.png,"Perimeter of Rectangles:
1. A rectangle has equal opposite sides, and the perimeter of a rectangle = (length + width) × 2 (C = 2(a+b))."
2steps_202,"If a piece of wire is used to form the parallelogram shown below, which length and width cannot be achieved when using this wire to form a rectangle?",Perimeter of Parallelograms;Perimeter of Rectangles,"A. 6, 3; B. 7, 5; C. 5, 4; D. 8, 1; E. No correct answer",B,extracted_images/202-multi.png,"Perimeter of Parallelograms:
1. A parallelogram has equal opposite sides, and its perimeter is twice the sum of its adjacent sides. The formula for the perimeter is C = 2(a + b), where a and b are the lengths of the sides of the parallelogram.
Perimeter of Rectangles:
1. A rectangle has equal opposite sides, and the perimeter of a rectangle = (length + width) × 2 (C = 2(a+b))."
2steps_203,"As shown in the diagram, it is known that the perimeter of parallelogram ABCD is 16 cm. What is the length of AD in cm?",Perimeter of Parallelograms,A. 2; B. 3; C. 4; D. 5; E. No correct answer,D,extracted_images/203-1.png,"Perimeter of Parallelograms:
1. A parallelogram has equal opposite sides, and its perimeter is twice the sum of its adjacent sides. The formula for the perimeter is C = 2(a + b), where a and b are the lengths of the sides of the parallelogram."
2steps_203,"As shown in the diagram, it is known that the perimeter of parallelogram ABCD is 16 cm. What is the perimeter of the trapezoid (in cm)?",Perimeter of Trapezoids,A. 15; B. 16; C. 18; D. 20; E. No correct answer,C,extracted_images/203-2.png,"Perimeter of Trapezoids:
1. In a trapezoid, the parallel sides are called the bases. The longer base is called the lower base, and the shorter base is called the upper base. The other two sides are called the legs. The perimeter of a trapezoid is the sum of the upper base, lower base, and the two legs. The formula for the perimeter is: upper base + lower base + leg + leg, denoted as L = a + b + c + d.
2. The formula for the perimeter of an isosceles trapezoid is: upper base + lower base + 2 legs, denoted as L = a + c + 2b."
2steps_203,"As shown in the diagram, it is known that the perimeter of parallelogram ABCD is 16 cm. What is the perimeter of the trapezoid (in cm)?",Perimeter of Parallelograms;Perimeter of Trapezoids,A. 15; B. 16; C. 18; D. 20; E. No correct answer,C,extracted_images/203-multi.png,"Perimeter of Parallelograms:
1. A parallelogram has equal opposite sides, and its perimeter is twice the sum of its adjacent sides. The formula for the perimeter is C = 2(a + b), where a and b are the lengths of the sides of the parallelogram.
Perimeter of Trapezoids:
1. In a trapezoid, the parallel sides are called the bases. The longer base is called the lower base, and the shorter base is called the upper base. The other two sides are called the legs. The perimeter of a trapezoid is the sum of the upper base, lower base, and the two legs. The formula for the perimeter is: upper base + lower base + leg + leg, denoted as L = a + b + c + d.
2. The formula for the perimeter of an isosceles trapezoid is: upper base + lower base + 2 legs, denoted as L = a + c + 2b."
2steps_204,"As shown in the diagram, the perimeter of the parallelogram is (    )m.",Perimeter of Parallelograms,A. 11; B. 2200; C. 220; D. 22; E. No correct answer,D,extracted_images/204-1.png,"Perimeter of Parallelograms:
1. A parallelogram has equal opposite sides, and its perimeter is twice the sum of its adjacent sides. The formula for the perimeter is C = 2(a + b), where a and b are the lengths of the sides of the parallelogram."
2steps_204,"As shown in the diagram, the perimeter of the parallelogram is ( ) dm.",Conversion Rates and Calculations Between Length Units,A. 11; B. 2200; C. 220; D. 22; E. No correct answer,C,extracted_images/204-2.png,"Conversion Rates and Calculations Between Length Units:
1. Conversion Rates between Length Units: 1 kilometer (km) = 1000 meters (m); 1 meter (m) = 10 decimeters (dm); 1 decimeter (dm) = 10 centimeters (cm); 1 centimeter (cm) = 10 millimeters (mm); 1 millimeter (mm) = 1000 nanometers (nm)
2. Converting between Different Units: To convert from a larger unit to a smaller unit, multiply by the conversion rate. To convert from a smaller unit to a larger unit, divide by the conversion rate.
3. To convert kilometers to meters: multiply by 1000.
4. To convert meters to decimeters: multiply by 10.
5. To convert decimeters to centimeters: multiply by 10.
6. To convert centimeters to millimeters: multiply by 10.
7. To convert millimeters to nanometers: multiply by 1000.
8. To convert nanometers to millimeters: divide by 1000.
9. To convert millimeters to centimeters: divide by 10.
10. To convert centimeters to decimeters: divide by 10.
11. To convert decimeters to meters: divide by 10.
12. To convert meters to kilometers: divide by 1000."
2steps_204,"As shown in the diagram, the perimeter of the parallelogram is ( ) dm.",Perimeter of Parallelograms;Conversion Rates and Calculations Between Length Units,A. 11; B. 2200; C. 220; D. 22; E. No correct answer,C,extracted_images/204-multi.png,"Perimeter of Parallelograms:
1. A parallelogram has equal opposite sides, and its perimeter is twice the sum of its adjacent sides. The formula for the perimeter is C = 2(a + b), where a and b are the lengths of the sides of the parallelogram.
Conversion Rates and Calculations Between Length Units:
1. Conversion Rates between Length Units: 1 kilometer (km) = 1000 meters (m); 1 meter (m) = 10 decimeters (dm); 1 decimeter (dm) = 10 centimeters (cm); 1 centimeter (cm) = 10 millimeters (mm); 1 millimeter (mm) = 1000 nanometers (nm)
2. Converting between Different Units: To convert from a larger unit to a smaller unit, multiply by the conversion rate. To convert from a smaller unit to a larger unit, divide by the conversion rate.
3. To convert kilometers to meters: multiply by 1000.
4. To convert meters to decimeters: multiply by 10.
5. To convert decimeters to centimeters: multiply by 10.
6. To convert centimeters to millimeters: multiply by 10.
7. To convert millimeters to nanometers: multiply by 1000.
8. To convert nanometers to millimeters: divide by 1000.
9. To convert millimeters to centimeters: divide by 10.
10. To convert centimeters to decimeters: divide by 10.
11. To convert decimeters to meters: divide by 10.
12. To convert meters to kilometers: divide by 1000."
2steps_205,"As shown in the diagram, it is known that the perimeter of parallelogram ABCD is 60 cm. What is the length of BC?  ",Perimeter of Parallelograms,A. 15 cm; B. 20 cm; C. 25 cm; D. 30 cm; E. No correct answer,B,extracted_images/205-1.png,"Perimeter of Parallelograms:
1. A parallelogram has equal opposite sides, and its perimeter is twice the sum of its adjacent sides. The formula for the perimeter is C = 2(a + b), where a and b are the lengths of the sides of the parallelogram."
2steps_205,"As shown in the diagram, it is known that the parallelogram ABCD is the lateral surface development of a cylinder, and BC = 20 cm. What is the circumference of the base of the cylinder (    ) cm?",Expanded View of Cylinders,A. 10; B. 60; C. 20; D. No correct answer,C,extracted_images/205-2.png,"Expanded View of Cylinders:
1. Formation of a Cylinder: A cylinder can be formed by rotating a rectangle around one of its edges, or by rolling a rectangle into a cylindrical shape.
2. Components of a Cylinder: A cylinder consists of bases and a lateral surface. The bases are two equal circular surfaces, referred to as the upper base and the lower base; the lateral surface is a curved surface that connects the upper and lower bases.
3. Unfolded Lateral Surface of a Cylinder: When the lateral surface of a cylinder is unfolded, it forms a rectangle or a square. If the unfolded surface is a rectangle, its length is the circumference of the circular base, and its width is the height of the cylinder; if the unfolded surface is a square, it means the height of the cylinder is equal to the circumference of the circular base."
2steps_205,"As shown in the diagram, it is known that the parallelogram ABCD is the lateral surface development of a cylinder, and its perimeter is 60cm. What is the circumference of the base of the cylinder (in cm)?",Perimeter of Parallelograms;Expanded View of Cylinders,A. 10; B. 60; C. 20; D. No correct answer,C,extracted_images/205-multi.png,"Perimeter of Parallelograms:
1. A parallelogram has equal opposite sides, and its perimeter is twice the sum of its adjacent sides. The formula for the perimeter is C = 2(a + b), where a and b are the lengths of the sides of the parallelogram.
Expanded View of Cylinders:
1. Formation of a Cylinder: A cylinder can be formed by rotating a rectangle around one of its edges, or by rolling a rectangle into a cylindrical shape.
2. Components of a Cylinder: A cylinder consists of bases and a lateral surface. The bases are two equal circular surfaces, referred to as the upper base and the lower base; the lateral surface is a curved surface that connects the upper and lower bases.
3. Unfolded Lateral Surface of a Cylinder: When the lateral surface of a cylinder is unfolded, it forms a rectangle or a square. If the unfolded surface is a rectangle, its length is the circumference of the circular base, and its width is the height of the cylinder; if the unfolded surface is a square, it means the height of the cylinder is equal to the circumference of the circular base."
2steps_206,"As shown in the diagram, draw the largest possible square inside a circle with a radius of 2 cm. The area of the square is ( ) square centimeters.",Area of Squares,A. 16; B. 4; C. 8; D. No correct answer,C,extracted_images/206-1.png,"Area of Squares:
1. The area of a square is equal to the square of its side length: S = a * a.
2. The area of a square is equal to the square of the length of its diagonal divided by two."
2steps_206,"As shown in the diagram, there is a square inside a circle with a radius of 2 cm. The area of the square is what fraction of the area of the circle?",Area of Circles,A. π/2; B. 2/π; C. 4/π; D. No correct answer,B,extracted_images/206-2.png,"Area of Circles:
1. The area of a circle = pi × radius × radius. S = πr² = π( d/2 )²
2. Generally, π is taken as 3.14."
