ID,split,knowledge concept,question,option,answer,image_path,key,question number,knowledge concept description
3stpes_63,testmini,Properties and Understanding of Triangles,The triangle in the figure below is a ( ) triangle.,A. Equilateral; B. Isosceles; C. Obtuse; D. No correct answer,B,extracted_images/63-3.png,3steps_3,1473,"Properties and Understanding of Triangles:
1. A triangle is a closed geometric figure formed by three line segments connected end-to-end in sequence.
2. By angle classification: Acute triangle: All three interior angles of the triangle are less than 90 degrees. Right triangle: One of the three interior angles of the triangle is exactly 90 degrees. Obtuse triangle: One of the three interior angles of the triangle is greater than 90 degrees.
3. By side classification: Scalene triangle: A triangle where all three sides are of different lengths. Isosceles triangle: A triangle with two equal sides. Equilateral triangle: A triangle with all three sides equal.
4. The sum of the interior angles of a triangle in a plane is 180 degrees.
5. The sum of the lengths of any two sides of a triangle is greater than the length of the third side, and the difference between the lengths of any two sides is less than the length of the third side.
6. The height of a triangle is the perpendicular line segment drawn from a vertex to the opposite side.
7. To draw the height of a triangle: Choose one side as the base. Find the vertex opposite the base. Using a ruler and compass, draw a perpendicular line from the vertex to the base. Ensure to mark the right angle symbol, indicating it is the height.
8. Once the lengths of the three sides of a triangle are determined, the triangle is fixed. The angles and the area enclosed by the three sides do not change."
3stpes_63,testmini,Understanding Angles (Using a Protractor);Sum of Interior Angles of Triangles;Properties and Understanding of Triangles,"A triangle paper piece has one of its corners torn off (as shown in the figure), and the degree of one of its angles is measured using a protractor. What type of triangle is this?",A. Equilateral; B. Isosceles; C. Obtuse; D. No correct answer,B,extracted_images/63-multi.png,3steps_multi,1638,"Understanding Angles (Using a Protractor):
1. Steps to measure an angle: Align the center of the protractor with the vertex of the angle, and align the 0° baseline of the protractor with one side of the angle. The degree measure of the angle is indicated by the other side of the angle on the protractor. When reading the degree measure, pay attention to whether to use the outer scale or the inner scale. If the angle opens to the left, use the outer scale; if the angle opens to the right, use the inner scale.
2. The size of an angle is not related to the length of its two sides but to the amount they open. The wider the two sides open, the larger the angle; the narrower they open, the smaller the angle. Full angle > straight angle > obtuse angle > right angle > acute angle.
Sum of Interior Angles of Triangles:
1. The sum of the interior angles of any triangle is 180°.
2. According to the exterior angle theorem, an exterior angle of a triangle is equal to the sum of the two non-adjacent interior angles.
Properties and Understanding of Triangles:
1. A triangle is a closed geometric figure formed by three line segments connected end-to-end in sequence.
2. By angle classification: Acute triangle: All three interior angles of the triangle are less than 90 degrees. Right triangle: One of the three interior angles of the triangle is exactly 90 degrees. Obtuse triangle: One of the three interior angles of the triangle is greater than 90 degrees.
3. By side classification: Scalene triangle: A triangle where all three sides are of different lengths. Isosceles triangle: A triangle with two equal sides. Equilateral triangle: A triangle with all three sides equal.
4. The sum of the interior angles of a triangle in a plane is 180 degrees.
5. The sum of the lengths of any two sides of a triangle is greater than the length of the third side, and the difference between the lengths of any two sides is less than the length of the third side.
6. The height of a triangle is the perpendicular line segment drawn from a vertex to the opposite side.
7. To draw the height of a triangle: Choose one side as the base. Find the vertex opposite the base. Using a ruler and compass, draw a perpendicular line from the vertex to the base. Ensure to mark the right angle symbol, indicating it is the height.
8. Once the lengths of the three sides of a triangle are determined, the triangle is fixed. The angles and the area enclosed by the three sides do not change."
3stpes_64,testmini,Understanding Triangular Rulers,"As shown in the figure, using a triangular ruler to measure the degree of ∠3, what is the angle in degrees? ",A. 30; B. 50; C. 60; D. No correct answer,A,extracted_images/64-1.png,3steps_1,1144,"Understanding Triangular Rulers:
1. A triangular ruler is a triangular-shaped tool commonly used for measuring angles, drawing straight lines, and performing geometric constructions.
2. There are two types of triangular ruler: Isosceles right trianglular ruler: One angle is 90°, and the other two angles are 45° and 45°. Scalene right triangular ruler: One angle is 90°, and the other two angles are 30° and 60°."
3stpes_64,testmini,Properties and Understanding of Triangles,"In the figure, there is an isosceles triangle. Then ∠1 ( ) ∠2.",A. >; B. =; C. <; D. No correct answer,B,extracted_images/64-2.png,3steps_2,1309,"Properties and Understanding of Triangles:
1. A triangle is a closed geometric figure formed by three line segments connected end-to-end in sequence.
2. By angle classification: Acute triangle: All three interior angles of the triangle are less than 90 degrees. Right triangle: One of the three interior angles of the triangle is exactly 90 degrees. Obtuse triangle: One of the three interior angles of the triangle is greater than 90 degrees.
3. By side classification: Scalene triangle: A triangle where all three sides are of different lengths. Isosceles triangle: A triangle with two equal sides. Equilateral triangle: A triangle with all three sides equal.
4. The sum of the interior angles of a triangle in a plane is 180 degrees.
5. The sum of the lengths of any two sides of a triangle is greater than the length of the third side, and the difference between the lengths of any two sides is less than the length of the third side.
6. The height of a triangle is the perpendicular line segment drawn from a vertex to the opposite side.
7. To draw the height of a triangle: Choose one side as the base. Find the vertex opposite the base. Using a ruler and compass, draw a perpendicular line from the vertex to the base. Ensure to mark the right angle symbol, indicating it is the height.
8. Once the lengths of the three sides of a triangle are determined, the triangle is fixed. The angles and the area enclosed by the three sides do not change."
3stpes_64,testmini,Sum of Interior Angles of Triangles,"In an isosceles triangle (as shown in the figure), ∠1 = ∠2. What is the measure of ∠1 in degrees?",A. 150°; B. 70°; C. 75°; D. No correct answer,C,extracted_images/64-3.png,3steps_3,1474,"Sum of Interior Angles of Triangles:
1. The sum of the interior angles of any triangle is 180°.
2. According to the exterior angle theorem, an exterior angle of a triangle is equal to the sum of the two non-adjacent interior angles."
3stpes_64,testmini,Understanding Triangular Rulers;Properties and Understanding of Triangles;Sum of Interior Angles of Triangles,"In an isosceles triangle (as shown in the figure), if the vertex angle ∠3 is measured using a triangular ruler, then ∠1 is equal to (    ) degrees.",A. 150°; B. 70°; C. 75°; D. No correct answer,C,extracted_images/64-multi.png,3steps_multi,1639,"Understanding Triangular Rulers:
1. A triangular ruler is a triangular-shaped tool commonly used for measuring angles, drawing straight lines, and performing geometric constructions.
2. There are two types of triangular ruler: Isosceles right trianglular ruler: One angle is 90°, and the other two angles are 45° and 45°. Scalene right triangular ruler: One angle is 90°, and the other two angles are 30° and 60°.
Properties and Understanding of Triangles:
1. A triangle is a closed geometric figure formed by three line segments connected end-to-end in sequence.
2. By angle classification: Acute triangle: All three interior angles of the triangle are less than 90 degrees. Right triangle: One of the three interior angles of the triangle is exactly 90 degrees. Obtuse triangle: One of the three interior angles of the triangle is greater than 90 degrees.
3. By side classification: Scalene triangle: A triangle where all three sides are of different lengths. Isosceles triangle: A triangle with two equal sides. Equilateral triangle: A triangle with all three sides equal.
4. The sum of the interior angles of a triangle in a plane is 180 degrees.
5. The sum of the lengths of any two sides of a triangle is greater than the length of the third side, and the difference between the lengths of any two sides is less than the length of the third side.
6. The height of a triangle is the perpendicular line segment drawn from a vertex to the opposite side.
7. To draw the height of a triangle: Choose one side as the base. Find the vertex opposite the base. Using a ruler and compass, draw a perpendicular line from the vertex to the base. Ensure to mark the right angle symbol, indicating it is the height.
8. Once the lengths of the three sides of a triangle are determined, the triangle is fixed. The angles and the area enclosed by the three sides do not change.
Sum of Interior Angles of Triangles:
1. The sum of the interior angles of any triangle is 180°.
2. According to the exterior angle theorem, an exterior angle of a triangle is equal to the sum of the two non-adjacent interior angles."
3stpes_65,testmini,Understanding Angles (Using a Protractor),"As shown in the figure, the protractor measures the degree of angle ∠B as ()°?",A. 80°; B. 60°; C. 85°; D. 70°; E. No correct answer,A,extracted_images/65-1.png,3steps_1,1145,"Understanding Angles (Using a Protractor):
1. Steps to measure an angle: Align the center of the protractor with the vertex of the angle, and align the 0° baseline of the protractor with one side of the angle. The degree measure of the angle is indicated by the other side of the angle on the protractor. When reading the degree measure, pay attention to whether to use the outer scale or the inner scale. If the angle opens to the left, use the outer scale; if the angle opens to the right, use the inner scale.
2. The size of an angle is not related to the length of its two sides but to the amount they open. The wider the two sides open, the larger the angle; the narrower they open, the smaller the angle. Full angle > straight angle > obtuse angle > right angle > acute angle."
3stpes_65,testmini,Sum of Interior Angles of Triangles,"As shown in the figure, in triangle ABC, ∠A + ∠C =",A. 150°; B. 100°; C. 130°; D. No correct answer,B,extracted_images/65-2.png,3steps_2,1310,"Sum of Interior Angles of Triangles:
1. The sum of the interior angles of any triangle is 180°.
2. According to the exterior angle theorem, an exterior angle of a triangle is equal to the sum of the two non-adjacent interior angles."
3stpes_65,testmini,Sum of Interior Angles of Other Polygons,"As shown in the figure, in triangle ABC, it is known that ∠A + ∠C = 100°. If angle B is cut off along the line in the figure, then ∠1 + ∠2 equals ( )",A. 80°; B. 100°; C. 260°; D. 270°; E. No correct answer,C,extracted_images/65-3.png,3steps_3,1475,"Sum of Interior Angles of Other Polygons:
1. The sum of the interior angles of a quadrilateral is 360°, and the sum of the interior angles of a pentagon is 540°.
2. The sum of the interior angles of a polygon = 180° × (number of sides - 2).
3. The sum of the interior angles of an n-sided polygon = (n - 2) × 180°.
4. A polygon with all sides of equal length and all interior angles equal is called a regular polygon."
3stpes_65,testmini,Understanding Angles (Using a Protractor);Sum of Interior Angles of Triangles;Sum of Interior Angles of Other Polygons,"As shown in the figure, in triangle ABC, if angle ∠B is cut off along the line in the figure, then ∠1 + ∠2 = (    ).",A. 80°; B. 100°; C. 260°; D. 270°; E. No correct answer,C,extracted_images/65-multi.png,3steps_multi,1640,"Understanding Angles (Using a Protractor):
1. Steps to measure an angle: Align the center of the protractor with the vertex of the angle, and align the 0° baseline of the protractor with one side of the angle. The degree measure of the angle is indicated by the other side of the angle on the protractor. When reading the degree measure, pay attention to whether to use the outer scale or the inner scale. If the angle opens to the left, use the outer scale; if the angle opens to the right, use the inner scale.
2. The size of an angle is not related to the length of its two sides but to the amount they open. The wider the two sides open, the larger the angle; the narrower they open, the smaller the angle. Full angle > straight angle > obtuse angle > right angle > acute angle.
Sum of Interior Angles of Triangles:
1. The sum of the interior angles of any triangle is 180°.
2. According to the exterior angle theorem, an exterior angle of a triangle is equal to the sum of the two non-adjacent interior angles.
Sum of Interior Angles of Other Polygons:
1. The sum of the interior angles of a quadrilateral is 360°, and the sum of the interior angles of a pentagon is 540°.
2. The sum of the interior angles of a polygon = 180° × (number of sides - 2).
3. The sum of the interior angles of an n-sided polygon = (n - 2) × 180°.
4. A polygon with all sides of equal length and all interior angles equal is called a regular polygon."
3stpes_66,testmini,Understanding Triangular Rulers,"As shown in the figure, the measure of angle ∠1 using a triangular ruler is (    ).",A. 90°; B. 60°; C. 45°; D. 30°; E. No correct answer,B,extracted_images/66-1.png,3steps_1,1146,"Understanding Triangular Rulers:
1. A triangular ruler is a triangular-shaped tool commonly used for measuring angles, drawing straight lines, and performing geometric constructions.
2. There are two types of triangular ruler: Isosceles right trianglular ruler: One angle is 90°, and the other two angles are 45° and 45°. Scalene right triangular ruler: One angle is 90°, and the other two angles are 30° and 60°."
3stpes_66,testmini,Properties and Understanding of Triangles,"The triangle in the figure is a () triangle, and ∠1 () ∠2.","A. Right, >; B. Isosceles, =; C. Obtuse, <; D. No correct answer",B,extracted_images/66-2.png,3steps_2,1311,"Properties and Understanding of Triangles:
1. A triangle is a closed geometric figure formed by three line segments connected end-to-end in sequence.
2. By angle classification: Acute triangle: All three interior angles of the triangle are less than 90 degrees. Right triangle: One of the three interior angles of the triangle is exactly 90 degrees. Obtuse triangle: One of the three interior angles of the triangle is greater than 90 degrees.
3. By side classification: Scalene triangle: A triangle where all three sides are of different lengths. Isosceles triangle: A triangle with two equal sides. Equilateral triangle: A triangle with all three sides equal.
4. The sum of the interior angles of a triangle in a plane is 180 degrees.
5. The sum of the lengths of any two sides of a triangle is greater than the length of the third side, and the difference between the lengths of any two sides is less than the length of the third side.
6. The height of a triangle is the perpendicular line segment drawn from a vertex to the opposite side.
7. To draw the height of a triangle: Choose one side as the base. Find the vertex opposite the base. Using a ruler and compass, draw a perpendicular line from the vertex to the base. Ensure to mark the right angle symbol, indicating it is the height.
8. Once the lengths of the three sides of a triangle are determined, the triangle is fixed. The angles and the area enclosed by the three sides do not change."
3stpes_66,testmini,Sum of Interior Angles of Triangles,"Given that the triangle in the diagram is an isosceles triangle and ∠1 = ∠2, find the length of the third side of this triangle (    ).",A. 3cm; B. 6cm; C. 12cm; D. 8cm; E. No correct answer,B,extracted_images/66-3.png,3steps_3,1476,"Sum of Interior Angles of Triangles:
1. The sum of the interior angles of any triangle is 180°.
2. According to the exterior angle theorem, an exterior angle of a triangle is equal to the sum of the two non-adjacent interior angles."
3stpes_66,testmini,Understanding Triangular Rulers;Properties and Understanding of Triangles;Sum of Interior Angles of Triangles,"As shown in the figure, use a triangular ruler to measure the angles inside the triangle in the diagram. Find the length of the third side of this triangle (    ).",A. 3cm; B. 6cm; C. 12cm; D. 8cm; E. No correct answer,B,extracted_images/66-multi.png,3steps_multi,1641,"Understanding Triangular Rulers:
1. A triangular ruler is a triangular-shaped tool commonly used for measuring angles, drawing straight lines, and performing geometric constructions.
2. There are two types of triangular ruler: Isosceles right trianglular ruler: One angle is 90°, and the other two angles are 45° and 45°. Scalene right triangular ruler: One angle is 90°, and the other two angles are 30° and 60°.
Properties and Understanding of Triangles:
1. A triangle is a closed geometric figure formed by three line segments connected end-to-end in sequence.
2. By angle classification: Acute triangle: All three interior angles of the triangle are less than 90 degrees. Right triangle: One of the three interior angles of the triangle is exactly 90 degrees. Obtuse triangle: One of the three interior angles of the triangle is greater than 90 degrees.
3. By side classification: Scalene triangle: A triangle where all three sides are of different lengths. Isosceles triangle: A triangle with two equal sides. Equilateral triangle: A triangle with all three sides equal.
4. The sum of the interior angles of a triangle in a plane is 180 degrees.
5. The sum of the lengths of any two sides of a triangle is greater than the length of the third side, and the difference between the lengths of any two sides is less than the length of the third side.
6. The height of a triangle is the perpendicular line segment drawn from a vertex to the opposite side.
7. To draw the height of a triangle: Choose one side as the base. Find the vertex opposite the base. Using a ruler and compass, draw a perpendicular line from the vertex to the base. Ensure to mark the right angle symbol, indicating it is the height.
8. Once the lengths of the three sides of a triangle are determined, the triangle is fixed. The angles and the area enclosed by the three sides do not change.
Sum of Interior Angles of Triangles:
1. The sum of the interior angles of any triangle is 180°.
2. According to the exterior angle theorem, an exterior angle of a triangle is equal to the sum of the two non-adjacent interior angles."
3stpes_67,testmini,Understanding Angles (Using a Protractor),"The figure below shows a rectangular piece of paper. Using a protractor, the measure of ∠1 is (    ).",A. 50°; B. 60°; C. 65°; D. 70°; E. No correct answer,A,extracted_images/67-1.png,3steps_1,1147,"Understanding Angles (Using a Protractor):
1. Steps to measure an angle: Align the center of the protractor with the vertex of the angle, and align the 0° baseline of the protractor with one side of the angle. The degree measure of the angle is indicated by the other side of the angle on the protractor. When reading the degree measure, pay attention to whether to use the outer scale or the inner scale. If the angle opens to the left, use the outer scale; if the angle opens to the right, use the inner scale.
2. The size of an angle is not related to the length of its two sides but to the amount they open. The wider the two sides open, the larger the angle; the narrower they open, the smaller the angle. Full angle > straight angle > obtuse angle > right angle > acute angle."
3stpes_67,testmini,Folding Problems of Figures,"The figure below shows a rectangular piece of paper. After folding the left side, ∠2 ( ) ∠3.",A. >; B. =; C. <; D. No correct answer,B,extracted_images/67-2.png,3steps_2,1312,"Folding Problems of Figures:
1. The folded figure exhibits the properties of a symmetrical figure, with the fold line as the axis of symmetry, and the two parts of the figure before and after folding are symmetrical about the fold line."
3stpes_67,testmini,Understanding and Representing Angles,"The figure below shows a rectangular piece of paper. Using a protractor, it is measured that ∠1 = 50°. After folding the left side, ∠2 = ∠3. The measure of ∠2 is (    ).",A. 50°; B. 60°; C. 65°; D. 70°; E. No correct answer,C,extracted_images/67-3.png,3steps_3,1477,"Understanding and Representing Angles:
1. Understanding angles from a static perspective: An angle is a figure formed by two rays originating from a single point.
2. Understanding angles from a dynamic perspective: When a ray rotates around its vertex to another position, the figure formed by these two rays is called an angle. Two rays with a common endpoint form an angle, this common endpoint is called the vertex of the angle, and the two rays are called the sides of the angle.
3. Since rays extend infinitely in one direction, the length of the sides of an angle is irrelevant to the size of the angle.
4. The size of an angle can be measured and compared.
5. Straight angle: A 180° angle. When the two sides of an angle are on the same line, the angle formed is called a straight angle. Specifically, when the ray OA rotates around point O, and the terminal side is on the extension line of the initial side OA in the opposite direction, it forms a straight angle.
6. Right angle: A 90° angle. When the ray OA rotates around point O, and the terminal side is perpendicular to the initial side, it forms a right angle. Half of a straight angle is called a right angle.
7. Acute angle: An angle greater than 0° and less than 90°. An angle smaller than a right angle is called an acute angle.
8. Obtuse angle: An angle greater than 90° and less than 180°. An angle greater than a right angle and less than a straight angle is called an obtuse angle.
9. Full angle: A 360° angle. When the ray OA rotates around point O, and the terminal side coincides with the initial side, it forms a full angle."
3stpes_67,testmini,Understanding Angles (Using a Protractor);Folding Problems of Figures;Understanding and Representing Angles,"The figure below shows a rectangular piece of paper. Measure the degree of ∠1 using a protractor, and then fold the left side up. What is the degree of ∠2?",A. 50°; B. 60°; C. 65°; D. 70°; E. No correct answer,C,extracted_images/67-multi.png,3steps_multi,1642,"Understanding Angles (Using a Protractor):
1. Steps to measure an angle: Align the center of the protractor with the vertex of the angle, and align the 0° baseline of the protractor with one side of the angle. The degree measure of the angle is indicated by the other side of the angle on the protractor. When reading the degree measure, pay attention to whether to use the outer scale or the inner scale. If the angle opens to the left, use the outer scale; if the angle opens to the right, use the inner scale.
2. The size of an angle is not related to the length of its two sides but to the amount they open. The wider the two sides open, the larger the angle; the narrower they open, the smaller the angle. Full angle > straight angle > obtuse angle > right angle > acute angle.
Folding Problems of Figures:
1. The folded figure exhibits the properties of a symmetrical figure, with the fold line as the axis of symmetry, and the two parts of the figure before and after folding are symmetrical about the fold line.
Understanding and Representing Angles:
1. Understanding angles from a static perspective: An angle is a figure formed by two rays originating from a single point.
2. Understanding angles from a dynamic perspective: When a ray rotates around its vertex to another position, the figure formed by these two rays is called an angle. Two rays with a common endpoint form an angle, this common endpoint is called the vertex of the angle, and the two rays are called the sides of the angle.
3. Since rays extend infinitely in one direction, the length of the sides of an angle is irrelevant to the size of the angle.
4. The size of an angle can be measured and compared.
5. Straight angle: A 180° angle. When the two sides of an angle are on the same line, the angle formed is called a straight angle. Specifically, when the ray OA rotates around point O, and the terminal side is on the extension line of the initial side OA in the opposite direction, it forms a straight angle.
6. Right angle: A 90° angle. When the ray OA rotates around point O, and the terminal side is perpendicular to the initial side, it forms a right angle. Half of a straight angle is called a right angle.
7. Acute angle: An angle greater than 0° and less than 90°. An angle smaller than a right angle is called an acute angle.
8. Obtuse angle: An angle greater than 90° and less than 180°. An angle greater than a right angle and less than a straight angle is called an obtuse angle.
9. Full angle: A 360° angle. When the ray OA rotates around point O, and the terminal side coincides with the initial side, it forms a full angle."
3stpes_68,testmini,Conversion Rates and Calculations Between Volume Units (Including Liters and Milliliters),The volume of each small cube is shown in the diagram. What is the volume of the small cube in cubic centimeters?,A. 10; B. 1; C. 0.1; D. No correct answer,B,extracted_images/68-1.png,3steps_1,1148,"Conversion Rates and Calculations Between Volume Units (Including Liters and Milliliters):
1. Conversion rates between volume units: 1 cubic meter (m³) = 1000 cubic decimeters (dm³); 1 cubic decimeter (dm³) = 1000 cubic centimeters (cm³); 1 cubic decimeter (dm³) = 1 liter (L); 1 cubic centimeter (cm³) = 1 milliliter (mL)
2. Converting between Different Units: To convert from a larger unit to a smaller unit, multiply by the conversion rate. To convert from a smaller unit to a larger unit, divide by the conversion rate.
3. To convert cubic meters to cubic decimeters: multiply by 1000.
4. To convert cubic decimeters to cubic centimeters: multiply by 1000.
5. To convert cubic decimeters to liters: 1 cubic decimeter equals 1 liter.
6. To convert cubic centimeters to milliliters: 1 cubic centimeter equals 1 milliliter.
7. To convert milliliters to cubic centimeters: 1 milliliter equals 1 cubic centimeter.
8. To convert liters to cubic decimeters: 1 liter equals 1 cubic decimeter.
9. To convert cubic decimeters to cubic meters: divide by 1000.
10. To convert cubic centimeters to cubic decimeters: divide by 1000.
11. To convert cubic decimeters to cubic meters: divide by 1000."
3stpes_68,testmini,Observing Objects,"As shown in the figure, the volume of each small cube is 1 cubic centimeter. What are the length, width, and height of the rectangular cuboid in centimeters?","A. 6, 5, 4; B. 4, 5, 4; C. 6, 5, 3; D. No correct answer",A,extracted_images/68-2.png,3steps_2,1313,"Observing Objects:
1. When observing an object from different angles, you will see two or three adjacent faces, and the shape observed on each face is different.
2. The top, front, and side faces of a rectangular cubiod or cube are defined by convention. The face facing upward is called the top face, the face facing the observer is called the front face, and the two side faces are called the side faces. It is impossible to see opposite faces of a rectangular cubiod or cube at the same time.
3. When observing a combination of objects, not only should the shape of each object be considered, but also the positional relationships between the objects. If an object is blocked by another object, the blocked part will be difficult to observe.
4. No matter which face a cube or sphere is observed from, the shape seen is always the same."
3stpes_68,testmini,Volume and Capacity of Rectangular Cuboids,"Given that the length, width, and height of the rectangular cuboid in the figure below, find the volume of the rectangular cuboid ( )in cm³.",A. 90; B. 100; C. 120; D. No correct answer,C,extracted_images/68-3.png,3steps_3,1478,"Volume and Capacity of Rectangular Cuboids:
1. The formula for calculating the volume of a rectangular cubiod: The volume of a rectangular cubed = length × width × height.
2. In terms of letters: If V represents the volume of the rectangular cubiod, and a, b, h represent the length, width, and height of the rectangular cubed respectively, then the formula for the volume of the rectangular cubed can be written as: V = abh.
3. The volume of a rectangular cubiod is equal to the base area multiplied by the height.
4. The capacity of a rectangular cubiod usually refers to the amount of space a rectangular container can hold. In the absence of special instructions, capacity and volume can be considered the same concept, using the same units and calculation methods."
3stpes_68,testmini,Conversion Rates and Calculations Between Volume Units (Including Liters and Milliliters);Observing Objects;Volume and Capacity of Rectangular Cuboids,"As shown in the figure, the volume of each small cube is 0.001 cubic decimeters. What is the volume of the large rectangular cuboid in cubic centimeters?",A. 90; B. 100; C. 120; D. No correct answer,C,extracted_images/68-multi.png,3steps_multi,1643,"Conversion Rates and Calculations Between Volume Units (Including Liters and Milliliters):
1. Conversion rates between volume units: 1 cubic meter (m³) = 1000 cubic decimeters (dm³); 1 cubic decimeter (dm³) = 1000 cubic centimeters (cm³); 1 cubic decimeter (dm³) = 1 liter (L); 1 cubic centimeter (cm³) = 1 milliliter (mL)
2. Converting between Different Units: To convert from a larger unit to a smaller unit, multiply by the conversion rate. To convert from a smaller unit to a larger unit, divide by the conversion rate.
3. To convert cubic meters to cubic decimeters: multiply by 1000.
4. To convert cubic decimeters to cubic centimeters: multiply by 1000.
5. To convert cubic decimeters to liters: 1 cubic decimeter equals 1 liter.
6. To convert cubic centimeters to milliliters: 1 cubic centimeter equals 1 milliliter.
7. To convert milliliters to cubic centimeters: 1 milliliter equals 1 cubic centimeter.
8. To convert liters to cubic decimeters: 1 liter equals 1 cubic decimeter.
9. To convert cubic decimeters to cubic meters: divide by 1000.
10. To convert cubic centimeters to cubic decimeters: divide by 1000.
11. To convert cubic decimeters to cubic meters: divide by 1000.
Observing Objects:
1. When observing an object from different angles, you will see two or three adjacent faces, and the shape observed on each face is different.
2. The top, front, and side faces of a rectangular cubiod or cube are defined by convention. The face facing upward is called the top face, the face facing the observer is called the front face, and the two side faces are called the side faces. It is impossible to see opposite faces of a rectangular cubiod or cube at the same time.
3. When observing a combination of objects, not only should the shape of each object be considered, but also the positional relationships between the objects. If an object is blocked by another object, the blocked part will be difficult to observe.
4. No matter which face a cube or sphere is observed from, the shape seen is always the same.
Volume and Capacity of Rectangular Cuboids:
1. The formula for calculating the volume of a rectangular cubiod: The volume of a rectangular cubed = length × width × height.
2. In terms of letters: If V represents the volume of the rectangular cubiod, and a, b, h represent the length, width, and height of the rectangular cubed respectively, then the formula for the volume of the rectangular cubed can be written as: V = abh.
3. The volume of a rectangular cubiod is equal to the base area multiplied by the height.
4. The capacity of a rectangular cubiod usually refers to the amount of space a rectangular container can hold. In the absence of special instructions, capacity and volume can be considered the same concept, using the same units and calculation methods."
3stpes_69,testmini,Understanding Length (Using a Ruler),"As shown in the figure, using a ruler to measure the length of the rectangular cuboid is () cm.",A. 10; B. 5; C. 4; D. 8; E. No correct answer,A,extracted_images/69-1.png,3steps_1,1149,"Understanding Length (Using a Ruler):
1. Length is usually measured using a ruler.
2. When using a ruler for measurement, first determine the measurement unit of the ruler. If there is no special indication, the default unit is centimeters.
3. If one end of the line segment being measured is aligned with the 0 mark on the ruler, the length of the line segment is the direct reading from the other end.
4. If one end of the line segment being measured is not aligned with the 0 mark, the length of the line segment is the difference between the readings at both ends."
3stpes_69,testmini,Combining and Dividing Solids,"If the rectangular cuboid in the figure below is cut into the largest possible cube, what is the side length of this cube? (Unit: cm)",A. 10; B. 5; C. 3; D. 4; E. No correct answer,D,extracted_images/69-2.png,3steps_2,1314,"Combining and Dividing Solids:
1. When two or more geometric solids are combined to form a new solid, the volume of the new solid equals the sum of the volumes of the original solids. However, the surface area of the new solid is less than the sum of the surface areas of the original solids. If the overlapping area is S, the decrease in surface area is 2S.
2. When a geometric solid is cut into parts, the sum of the volumes of the parts equals the volume of the original solid. However, the sum of the surface areas of the parts is greater than the surface area of the original solid. If the cutting area is S, the increase in surface area is 2S."
3stpes_69,testmini,Volume and Capacity of Cubes,"If the rectangular cuboid in the diagram is cut into the largest possible cube, what is the volume of that cube in cubic centimeters? ( )",A. 64; B. 125; C. 1000; D. No correct answer,A,extracted_images/69-3.png,3steps_3,1479,"Volume and Capacity of Cubes:
1. The formula for calculating the volume of a cube: The volume of a cube = side length × side length × side length.
2. In terms of letters: If V represents the volume of the cube and a represents the side length of the cube, then the formula for the volume of the cube can be written as: V = a³.
3. The volume of a cube is equal to the base area multiplied by the height.
4. The capacity of a cube usually refers to the amount of space a cubic container can hold. In the absence of special instructions, capacity and volume can be considered the same concept, using the same units and calculation methods."
3stpes_69,testmini,Understanding Length (Using a Ruler);Combining and Dividing Solids;Volume and Capacity of Cubes,"As shown in the figure, use a ruler to measure the length of the rectangular cuboid, and then cut the rectangular cuboid into a cube with the largest possible volume. What is the volume of this cube in cm³(    )? (Unit: cm)",A. 64; B. 125; C. 1000; D. No correct answer,A,extracted_images/69-multi.png,3steps_multi,1644,"Understanding Length (Using a Ruler):
1. Length is usually measured using a ruler.
2. When using a ruler for measurement, first determine the measurement unit of the ruler. If there is no special indication, the default unit is centimeters.
3. If one end of the line segment being measured is aligned with the 0 mark on the ruler, the length of the line segment is the direct reading from the other end.
4. If one end of the line segment being measured is not aligned with the 0 mark, the length of the line segment is the difference between the readings at both ends.
Combining and Dividing Solids:
1. When two or more geometric solids are combined to form a new solid, the volume of the new solid equals the sum of the volumes of the original solids. However, the surface area of the new solid is less than the sum of the surface areas of the original solids. If the overlapping area is S, the decrease in surface area is 2S.
2. When a geometric solid is cut into parts, the sum of the volumes of the parts equals the volume of the original solid. However, the sum of the surface areas of the parts is greater than the surface area of the original solid. If the cutting area is S, the increase in surface area is 2S.
Volume and Capacity of Cubes:
1. The formula for calculating the volume of a cube: The volume of a cube = side length × side length × side length.
2. In terms of letters: If V represents the volume of the cube and a represents the side length of the cube, then the formula for the volume of the cube can be written as: V = a³.
3. The volume of a cube is equal to the base area multiplied by the height.
4. The capacity of a cube usually refers to the amount of space a cubic container can hold. In the absence of special instructions, capacity and volume can be considered the same concept, using the same units and calculation methods."
3stpes_70,testmini,Surface Area of Cubes,"As shown in the figure, a cube with a surface area of 24 cm² is cut off from a rectangular cuboid. What is the edge length of the small cube in cm?",A. 4; B. 6; C. 2; D. No correct answer,C,extracted_images/70-1.png,3steps_1,1150,"Surface Area of Cubes:
1. Surface Area of a Cube: The total area of the 6 faces of a cube is its surface area, S = 6s.
2. Method of Calculating the Surface Area of a Cube: Surface area of a cube = edge length × edge length × 6.
3. S = 6*a*a, where S represents the surface area of the cube, and a represents the edge length of the cube."
